,HR surface density (g/cm2),HR surf dens radius (pc),LR surface density (g/cm2),LR surface density radius (pc),Reproj surface density (g/cm2),Reproj surf dens radius (pc),CSM surface density (g/cm2),CSM Surf Dens Radius (pc)
46,1.456529064104748e-05,7.737619082249184e-05,6.575784991583361e-05,0.00019344047705622955,-2.751250562446351e-06,0.00019344047705622955,6.850910047827998e-05,0.00019344047705622955
47,1.5241177861373958e-05,7.900516326086008e-05,6.45586359468294e-05,0.0001975129081521502,-2.7614960501109067e-06,0.0001975129081521502,6.73201319969403e-05,0.0001975129081521502
48,1.571317618901718e-05,8.063413569922834e-05,6.35159953480435e-05,0.0002015853392480708,-2.9221035340072204e-06,0.0002015853392480708,6.643809888205072e-05,0.0002015853392480708
49,1.592091863260368e-05,8.226310813759657e-05,6.213082169658015e-05,0.00020565777034399146,-3.2379757665073153e-06,0.00020565777034399146,6.536879746308747e-05,0.00020565777034399146
50,1.5858715776940458e-05,8.389208057596482e-05,6.067110582602066e-05,0.00020973020143991205,-3.665784244431315e-06,0.00020973020143991205,6.4336890070452e-05,0.00020973020143991205
51,1.55695070437113e-05,8.552105301433307e-05,5.9279640998364874e-05,0.00021380263253583268,-4.121318751780587e-06,0.00021380263253583268,6.340095975014546e-05,0.00021380263253583268
52,1.5116917031829283e-05,8.715002545270132e-05,5.83602333669545e-05,0.0002178750636317533,-4.503666387268118e-06,0.0002178750636317533,6.286389975422262e-05,0.0002178750636317533
53,1.456088372640809e-05,8.877899789106956e-05,5.8128770770146306e-05,0.00022194749472767393,-4.713709948613361e-06,0.00022194749472767393,6.284248071875966e-05,0.00022194749472767393
54,1.3939922176763428e-05,9.040797032943782e-05,5.869315975761679e-05,0.00022601992582359454,-4.6742880766655585e-06,0.00022601992582359454,6.336744783428236e-05,0.00022601992582359454
55,1.3266726286278448e-05,9.203694276780607e-05,5.9876930531238964e-05,0.0002300923569195152,-4.346138083759725e-06,0.0002300923569195152,6.42230686149987e-05,0.0002300923569195152
56,1.2534521948158318e-05,9.366591520617432e-05,6.195881506346678e-05,0.0002341647880154358,,0.0002341647880154358,,0.0002341647880154358
57,1.1726705336967383e-05,9.529488764454257e-05,6.461748222927768e-05,0.00023823721911135642,,0.00023823721911135642,,0.00023823721911135642
58,1.0828474446858254e-05,9.692386008291082e-05,6.699307758529758e-05,0.00024230965020727703,,0.00024230965020727703,,0.00024230965020727703
59,9.833428949057513e-06,9.855283252127906e-05,6.865101194921078e-05,0.00024638208130319764,,0.00024638208130319764,,0.00024638208130319764
60,8.742506546364438e-06,0.00010018180495964731,6.949051751241573e-05,0.0002504545123991183,,0.0002504545123991183,,0.0002504545123991183
61,7.563795599072008e-06,0.00010181077739801555,6.99658837398032e-05,0.0002545269434950389,,0.0002545269434950389,,0.0002545269434950389
62,6.305926257150861e-06,0.00010343974983638382,6.98664218410546e-05,0.00025859937459095947,,0.00025859937459095947,,0.00025859937459095947
63,4.97938577175255e-06,0.00010506872227475207,6.947649425095369e-05,0.0002626718056868802,,0.0002626718056868802,,0.0002626718056868802
64,3.600365680260149e-06,0.00010669769471312034,6.922126779404407e-05,0.0002667442367828008,,0.0002667442367828008,,0.0002667442367828008
65,2.192425119728895e-06,0.00010832666715148856,6.91506459285144e-05,0.0002708166678787214,,0.0002708166678787214,,0.0002708166678787214
66,7.98261188769001e-07,0.00010995563958985681,6.884390978440949e-05,0.000274889098974642,,0.000274889098974642,,0.000274889098974642
67,-5.31472011007254e-07,0.00011158461202822506,6.83914248402517e-05,0.0002789615300705626,,0.0002789615300705626,,0.0002789615300705626
68,-1.7416405383265592e-06,0.00011321358446659329,6.825665079627526e-05,0.0002830339611664833,,0.0002830339611664833,,0.0002830339611664833
69,-2.788701294486818e-06,0.00011484255690496155,6.823646223980007e-05,0.00028710639226240385,,0.00028710639226240385,,0.00028710639226240385
70,-3.6499460750314333e-06,0.0001164715293433298,6.838327762953386e-05,0.00029117882335832445,,0.00029117882335832445,,0.00029117882335832445
71,-4.318055090930393e-06,0.00011810050178169804,6.883257418233931e-05,0.0002952512544542451,,0.0002952512544542451,,0.0002952512544542451
72,-4.791190266273322e-06,0.00011972947422006631,6.98429460382815e-05,0.0002993236855501658,,0.0002993236855501658,,0.0002993236855501658
